All.obs;uniqueID;Record;Country;Type;RBD;ICcode;physChemText;Note1_PhysChemText;SumMetric;ValueStd;ValueUpStd;CorSumMetric;Note2_Season;CorValueStd;CorValueUpStd;UnitUsed;Note3_stdUnits;RangeRep;ReasonRange;SalinityRange;DepthZone;Comment;Delete;physChemCategoryCW;physChemCategoryTW;Ver;cfMS
7169;9170;84;UK;VTURT;UK10;TW-NEA11;Total Inorganic N;;99th percentile;3,78189;;99th percentile;;3,782;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
7234;9218;85;UK;VTURT;UK11;TW-NEA11;Total Inorganic N;;99th percentile;3,78189;;99th percentile;;3,782;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
7103;9121;86;UK;VTURT;UK12;TW-NEA11;Total Inorganic N;;99th percentile;3,78189;;99th percentile;;3,782;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
new;new;;SE;1n;;CW-NEA8a;TN;;winter mean;24,1;29,2;winter;mean (DJF);0,33756147;0,40899564;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;27 - 0;;"NEA8a (Plants &Plankton); For water types 1 - 6 (West coast, including …resund): due to the problem of spring blooms starting during winter, the measurement parameter is changed to the maximum mean concentration (mean of concentrations from 1 sampling occasion from 0, 5 and 10 metres depth) observed during the winter period ";FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;1s;;CW-NEA8b;TN;;winter mean;21,5;38,2;winter;mean (DJF);0,30114405;0,53505594;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;20 - 0;;"NEA8b (Plants &Plankton); For water types 1 - 6 (West coast, including …resund): due to the problem of spring blooms starting during winter, the measurement parameter is changed to the maximum mean concentration (mean of concentrations from 1 sampling occasion from 0, 5 and 10 metres depth) observed during the winter period ";FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;2;;CW-NEA9;TN;;winter mean;24,1;29,2;winter;mean (DJF);0,33756147;0,40899564;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;27 - 0;;For water types 1 - 6 (West coast, including …resund): due to the problem of spring blooms starting during winter, the measurement parameter is changed to the maximum mean concentration (mean of concentrations from 1 sampling occasion from 0, 5 and 10 metres depth) observed during the winter period ;FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;3;;CW-NEA10;TN;;winter mean;24,1;29,2;winter;mean (DJF);0,33756147;0,40899564;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;27 - 0;;For water types 1 - 6 (West coast, including …resund): due to the problem of spring blooms starting during winter, the measurement parameter is changed to the maximum mean concentration (mean of concentrations from 1 sampling occasion from 0, 5 and 10 metres depth) observed during the winter period ;FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;4;;CW-NEA8b;TN;;winter mean;21,5;38,2;winter;mean (DJF);0,30114405;0,53505594;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;20 - 0;;"NEA8b (Plants &Plankton); For water types 1 - 6 (West coast, including …resund): due to the problem of spring blooms starting during winter, the measurement parameter is changed to the maximum mean concentration (mean of concentrations from 1 sampling occasion from 0, 5 and 10 metres depth) observed during the winter period ";FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;5;;CW-NEA8b;TN;;winter mean;22,1;;winter;mean (DJF);0,30954807;;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;FALSE;;Jul-20;;"NEA8b (Plants &Plankton); For water types 1 - 6 (West coast, including …resund): due to the problem of spring blooms starting during winter, the measurement parameter is changed to the maximum mean concentration (mean of concentrations from 1 sampling occasion from 0, 5 and 10 metres depth) observed during the winter period ";FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;6;;CW-NEA8b;TN;;winter mean;22,1;;winter;mean (DJF);0,30954807;;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;FALSE;;Jul-20;;"NEA8b (Plants &Plankton); For water types 1 - 6 (West coast, including …resund): due to the problem of spring blooms starting during winter, the measurement parameter is changed to the maximum mean concentration (mean of concentrations from 1 sampling occasion from 0, 5 and 10 metres depth) observed during the winter period ";FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;7;;CW-BC6;TN;;winter mean;20,2;74,5;winter;mean (DJF);0,28293534;1,04349915;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;7 - 0;;BC6 (Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;8;;CW-BC6;TN;;winter mean;20,2;64,7;winter;mean (DJF);0,28293534;0,90623349;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;7 - 0;;BC6 (Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;9;;CW-BC6;TN;;winter mean;20,2;64,7;winter;mean (DJF);0,28293534;0,90623349;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;7 - 0;;BC6 (Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;10;;inapplicable;TN;;winter mean;20;;winter;mean (DJF);0,280134;;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;FALSE;;0 - 7;;;FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;11;;inapplicable;TN;;winter mean;20;;winter;mean (DJF);0,280134;;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;FALSE;;0 - 7;;;FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;12s;;inapplicable;TN;;winter mean;20,5;53,4;winter;mean (DJF);0,28713735;0,74795778;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;6 - 0;;;FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;12n;;inapplicable;TN;;winter mean;20;40,8;winter;mean (DJF);0,280134;0,57147336;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;6 - 0;;;FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;13;;inapplicable;TN;;winter mean;20,5;53,4;winter;mean (DJF);0,28713735;0,74795778;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;6 - 0;;;FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;14;;CW-BC9;TN;;winter mean;20,5;53,4;winter;mean (DJF);0,28713735;0,74795778;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;6 - 0;;BC9 (Plankton);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;15;;inapplicable;TN;;winter mean;20;40,8;winter;mean (DJF);0,280134;0,57147336;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;6 - 0;;;FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;16;;CW-BC1;TN;;winter mean;21,2;34,5;winter;mean (DJF);0,29694204;0,48323115;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;5 - 0;;BC1(Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;17;;CW-BC1;TN;;winter mean;21,2;34,5;winter;mean (DJF);0,29694204;0,48323115;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;5 - 0;;BC1(Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;18;;CW-BC1;TN;;winter mean;21,4;21,6;winter;mean (DJF);0,29974338;0,30254472;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;0 - 5;;BC1(Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;19;;CW-BC1;TN;;winter mean;21,4;21,6;winter;mean (DJF);0,29974338;0,30254472;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;0 - 5;;BC1(Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;20;;CW-BC1;TN;;winter mean;21,7;22,7;winter;mean (DJF);0,30394539;0,31795209;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;5 - 0;;BC1(Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;21;;CW-BC1;TN;;winter mean;21,7;22,7;winter;mean (DJF);0,30394539;0,31795209;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;5 - 0;;BC1(Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;22;;CW-BC1;TN;;winter mean;21,2;23,3;winter;mean (DJF);0,29694204;0,32635611;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;3 - 0;;BC1(Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;23;;CW-BC1;TN;;winter mean;21,2;23,3;winter;mean (DJF);0,29694204;0,32635611;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;3 - 0;;BC1(Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;1n;;CW-NEA8a;TN;;summer mean;12,7;18,1;summer;mean (JJA);0,17788509;0,25352127;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;27 - 0;;NEA8a (Plants &Plankton);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;1s;;CW-NEA8b;TN;;summer mean;15,6;27,9;summer;mean (JJA);0,21850452;0,39078693;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;20 - 0;;NEA8b (Plants &Plankton);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;2;;CW-NEA9;TN;;summer mean;12,7;18,1;summer;mean (JJA);0,17788509;0,25352127;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;27 - 0;;;FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;3;;CW-NEA10;TN;;summer mean;12,7;18,1;summer;mean (JJA);0,17788509;0,25352127;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;27 - 0;;;FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;4;;CW-NEA8b;TN;;summer mean;15,6;27,9;summer;mean (JJA);0,21850452;0,39078693;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;20 - 0;;NEA8b (Plants &Plankton);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;5;;CW-NEA8b;TN;;summer mean;15,6;19,8;summer;mean (JJA);0,21850452;0,27733266;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;20-Jul;;NEA8b (Plants &Plankton);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;6;;CW-NEA8b;TN;;summer mean;15,6;19,8;summer;mean (JJA);0,21850452;0,27733266;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;20-Jul;;NEA8b (Plants &Plankton);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;7;;CW-BC6;TN;;summer mean;14,4;19,4;summer;mean (JJA);0,20169648;0,27172998;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;0 - 7;;BC6 (Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;8;;CW-BC6;TN;;summer mean;19,4;43,8;summer;mean (JJA);0,27172998;0,61349346;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;7 - 0;;BC6 (Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;9;;CW-BC6;TN;;summer mean;19,4;43,8;summer;mean (JJA);0,27172998;0,61349346;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;7 - 0;;BC6 (Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;10;;inapplicable;TN;;summer mean;19;;summer;mean (JJA);0,2661273;;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;FALSE;;0 - 7;;;FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;11;;inapplicable;TN;;summer mean;19;;summer;mean (JJA);0,2661273;;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;FALSE;;0 - 7;;;FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;12s;;inapplicable;TN;;summer mean;19,3;40,6;summer;mean (JJA);0,27032931;0,56867202;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;6 - 0;;;FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;12n;;inapplicable;TN;;summer mean;19,2;30,6;summer;mean (JJA);0,26892864;0,42860502;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;6 - 0;;;FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;13;;inapplicable;TN;;summer mean;19,3;40,6;summer;mean (JJA);0,27032931;0,56867202;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;6 - 0;;;FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;14;;CW-BC9;TN;;summer mean;19,3;40,6;summer;mean (JJA);0,27032931;0,56867202;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;6 - 0;;BC9 (Plankton);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;15;;inapplicable;TN;;summer mean;19,2;30,6;summer;mean (JJA);0,26892864;0,42860502;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;6 - 0;;;FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;16;;CW-BC1;TN;;summer mean;21,1;26,8;summer;mean (JJA);0,29554137;0,37537956;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;5 - 0;;BC1(Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;17;;CW-BC1;TN;;summer mean;21,1;26,8;summer;mean (JJA);0,29554137;0,37537956;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;5 - 0;;BC1(Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;18;;CW-BC1;TN;;summer mean;21,3;21,6;summer;mean (JJA);0,29834271;0,30254472;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;5 - 0;;BC1(Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;19;;CW-BC1;TN;;summer mean;21,3;21,6;summer;mean (JJA);0,29834271;0,30254472;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;5 - 0;;BC1(Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;20;;CW-BC1;TN;;summer mean;19,5;20,6;summer;mean (JJA);0,27313065;0,28853802;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;0 - 5;;BC1(Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;21;;CW-BC1;TN;;summer mean;19,5;20,6;summer;mean (JJA);0,27313065;0,28853802;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;0 - 5;;BC1(Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;22;;CW-BC1;TN;;summer mean;22,4;22,6;summer;mean (JJA);0,31375008;0,31655142;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;3 - 0;;BC1(Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;23;;CW-BC1;TN;;summer mean;22,4;22,6;summer;mean (JJA);0,31375008;0,31655142;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;3 - 0;;BC1(Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;1n;;CW-NEA8a;Total Inorganic N;DIN;winter mean;8,9;12,8;winter;mean (DJF);0,12465963;0,17928576;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;27 - 0;;"NEA8a (Plants &Plankton); For water types 1 - 6 (West coast, including …resund): due to the problem of spring blooms starting during winter, the measurement parameter is changed to the maximum mean concentration (mean of concentrations from 1 sampling occasion from 0, 5 and 10 metres depth) observed during the winter period ";FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;1s;;CW-NEA8b;Total Inorganic N;DIN;winter mean;5,5;18,8;winter;mean (DJF);0,07703685;0,26332596;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;20 - 0;;"NEA8b (Plants &Plankton); For water types 1 - 6 (West coast, including …resund): due to the problem of spring blooms starting during winter, the measurement parameter is changed to the maximum mean concentration (mean of concentrations from 1 sampling occasion from 0, 5 and 10 metres depth) observed during the winter period ";FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;2;;CW-NEA9;Total Inorganic N;DIN;winter mean;8,9;12,8;winter;mean (DJF);0,12465963;0,17928576;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;27 - 0;;For water types 1 - 6 (West coast, including …resund): due to the problem of spring blooms starting during winter, the measurement parameter is changed to the maximum mean concentration (mean of concentrations from 1 sampling occasion from 0, 5 and 10 metres depth) observed during the winter period ;FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;3;;CW-NEA10;Total Inorganic N;DIN;winter mean;8,9;12,8;winter;mean (DJF);0,12465963;0,17928576;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;27 - 0;;For water types 1 - 6 (West coast, including …resund): due to the problem of spring blooms starting during winter, the measurement parameter is changed to the maximum mean concentration (mean of concentrations from 1 sampling occasion from 0, 5 and 10 metres depth) observed during the winter period ;FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;4;;CW-NEA8b;Total Inorganic N;DIN;winter mean;5,5;18,8;winter;mean (DJF);0,07703685;0,26332596;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;20 - 0;;"NEA8b (Plants &Plankton); For water types 1 - 6 (West coast, including …resund): due to the problem of spring blooms starting during winter, the measurement parameter is changed to the maximum mean concentration (mean of concentrations from 1 sampling occasion from 0, 5 and 10 metres depth) observed during the winter period ";FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;5;;CW-NEA8b;Total Inorganic N;DIN;winter mean;3,4;;winter;mean (DJF);0,04762278;;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;FALSE;;Jul-20;;"NEA8b (Plants &Plankton); For water types 1 - 6 (West coast, including …resund): due to the problem of spring blooms starting during winter, the measurement parameter is changed to the maximum mean concentration (mean of concentrations from 1 sampling occasion from 0, 5 and 10 metres depth) observed during the winter period ";FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;6;;CW-NEA8b;Total Inorganic N;DIN;winter mean;3,4;;winter;mean (DJF);0,04762278;;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;FALSE;;Jul-20;;"NEA8b (Plants &Plankton); For water types 1 - 6 (West coast, including …resund): due to the problem of spring blooms starting during winter, the measurement parameter is changed to the maximum mean concentration (mean of concentrations from 1 sampling occasion from 0, 5 and 10 metres depth) observed during the winter period ";FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;7;;CW-BC6;Total Inorganic N;DIN;winter mean;3,4;70;winter;mean (DJF);0,04762278;0,980469;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;7 - 0;;BC6 (Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;8;;CW-BC6;Total Inorganic N;DIN;winter mean;2,9;41,6;winter;mean (DJF);0,04061943;0,58267872;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;7 - 0;;BC6 (Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;9;;CW-BC6;Total Inorganic N;DIN;winter mean;2,9;41,6;winter;mean (DJF);0,04061943;0,58267872;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;7 - 0;;BC6 (Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;10;;inapplicable;Total Inorganic N;DIN;winter mean;3;;winter;mean (DJF);0,0420201;;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;FALSE;;0 - 7;;;FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;11;;inapplicable;Total Inorganic N;DIN;winter mean;2,8;;winter;mean (DJF);0,03921876;;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;FALSE;;0 - 7;;;FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;12s;;inapplicable;Total Inorganic N;DIN;winter mean;3;25,2;winter;mean (DJF);0,0420201;0,35296884;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;6 - 0;;;FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;12n;;inapplicable;Total Inorganic N;DIN;winter mean;3;24,3;winter;mean (DJF);0,0420201;0,34036281;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;6 - 0;;;FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;13;;inapplicable;Total Inorganic N;DIN;winter mean;3;25,2;winter;mean (DJF);0,0420201;0,35296884;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;6 - 0;;;FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;14;;CW-BC9;Total Inorganic N;DIN;winter mean;3;25,2;winter;mean (DJF);0,0420201;0,35296884;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;6 - 0;;BC9 (Plankton);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;15;;inapplicable;Total Inorganic N;DIN;winter mean;3;24,3;winter;mean (DJF);0,0420201;0,34036281;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;6 - 0;;;FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;16;;CW-BC1;Total Inorganic N;DIN;winter mean;3;12,5;winter;mean (DJF);0,0420201;0,17508375;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;5 - 0;;BC1(Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;17;;CW-BC1;Total Inorganic N;DIN;winter mean;3;12,5;winter;mean (DJF);0,0420201;0,17508375;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;5 - 0;;BC1(Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;18;;CW-BC1;Total Inorganic N;DIN;winter mean;3;9;winter;mean (DJF);0,0420201;0,1260603;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;5 - 0;;BC1(Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;19;;CW-BC1;Total Inorganic N;DIN;winter mean;3;9;winter;mean (DJF);0,0420201;0,1260603;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;5 - 0;;BC1(Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;20;;CW-BC1;Total Inorganic N;DIN;winter mean;4;8,8;winter;mean (DJF);0,0560268;0,12325896;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;5 - 0;;BC1(Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;21;;CW-BC1;Total Inorganic N;DIN;winter mean;4;8,8;winter;mean (DJF);0,0560268;0,12325896;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;5 - 0;;BC1(Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;22;;CW-BC1;Total Inorganic N;DIN;winter mean;5,2;9,4;winter;mean (DJF);0,07283484;0,13166298;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;3 - 0;;BC1(Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;23;;CW-BC1;Total Inorganic N;DIN;winter mean;5,2;9,4;winter;mean (DJF);0,07283484;0,13166298;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L;TRUE;salinity range;3 - 0;;BC1(Benthos);FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;1n;;CW-NEA8a;TP;;winter mean;0,54;0,95;winter;mean (DJF);16,72583094;29,42507295;µgP/L;We standardised your Value using a factor of 30.973761 to convert from units of   umol{P}/L;TRUE;salinity range;0 - 27;;"NEA8a (Plants &Plankton); For water types 1 - 6 (West coast, including …resund): due to the problem of spring blooms starting during winter, the measurement parameter is changed to the maximum mean concentration (mean of concentrations from 1 sampling occasion from 0, 5 and 10 metres depth) observed during the winter period ";FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
new;new;;SE;1s;;CW-NEA8b;TP;;winter mean;0,62;0,9;winter;mean (DJF);19,20373182;27,8763849;µgP/L;We standardised your Value using a factor of 30.973761 to convert from units of   umol{P}/L;TRUE;salinity range;0 - 20;;"NEA8b (Plants &Plankton); For water types 1 - 6 (West coast, including …resund): due to the problem of spring blooms starting during winter, the measurement parameter is changed to the maximum mean concentration (mean of concentrations from 1 sampling occasion from 0, 5 and 10 metres depth) observed during the winter period ";FALSE;yes;no;Ver7e_revised;salinity range value correspondence trend
