"All.obs","uniqueID","TypeCode","Country","RBD","physChemQECode","physChemQE","physChemCategoryRW","physChemCategoryLW","physChemValue","StandardValue","UnitOfMeasure","physChemStandard2","physChemGMBoundary","surfaceWaterBodyIntercalibrationTypeCode","surfaceWaterBodyIntercalibrationType","Type","Value","ValueUp","physChemText","Factor","UnitUsed","ValueStd","ValueUpStd","physChemCategoryCW","ICcodeCW","ICtypeCW","MarineRegion","GIG","physChemCategoryTW","ICcodeTW","ICtypeTW","Ver"
5531,5929,"Pu","FI","FIVHA6",19,"QE3-1-6-2-2 - Total Phosphorous","No","No","11","11","ug/L","AA-EQS","Yes","inapplicable","Inapplicable","PU","11",NA,"TP",1,"ugP/L",11,NA,"Yes","CW-BC1","CW-BC1 - Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days","Baltic Sea","Baltic Sea","No","","","Ver7e"
5532,5930,"ESk","FI","FIVHA7",11,"QE3-1-5-2 - pH","Yes","No","5.6","5.6","[pH]","Minimum","Yes","RW-R-L1","RW-R-L1 - Very large low alkalinity (all GIGs)","ESK","5.6",NA,"pH",1,"pH",5.6,NA,"No","","","","","No","","","Ver7e"
5533,5931,"ESk-PoLa","FI","FIVHA7",11,"QE3-1-5-2 - pH","Yes","No","5.6","5.6","[pH]","Minimum","Yes","RW-R-L1","RW-R-L1 - Very large low alkalinity (all GIGs)","ESK-POLA","5.6",NA,"pH",1,"pH",5.6,NA,"No","","","","","No","","","Ver7e"
5534,5932,"Kk","FI","FIVHA7",11,"QE3-1-5-2 - pH","Yes","No","5.6","5.6","[pH]","Minimum","Yes","RW-R-N4","RW-R-N4 - Northern, medium, lowland, siliceous, moderate alkalinity","KK","5.6",NA,"pH",1,"pH",5.6,NA,"No","","","","","No","","","Ver7e"
5535,5933,"Kk-PoLa","FI","FIVHA7",11,"QE3-1-5-2 - pH","Yes","No","5.6","5.6","[pH]","Minimum","Yes","inapplicable","Inapplicable","KK-POLA","5.6",NA,"pH",1,"pH",5.6,NA,"No","","","","","No","","","Ver7e"
5536,5934,"Kt","FI","FIVHA7",11,"QE3-1-5-2 - pH","Yes","No","5.5","5.5","[pH]","Minimum","Yes","RW-R-N3","RW-R-N3 - Northern, small-medium, lowland, organic, low alkalinity","KT","5.5",NA,"pH",1,"pH",5.5,NA,"No","","","","","No","","","Ver7e"
5537,5935,"Kt-PoLa","FI","FIVHA7",11,"QE3-1-5-2 - pH","Yes","No","5.5","5.5","[pH]","Minimum","Yes","inapplicable","Inapplicable","KT-POLA","5.5",NA,"pH",1,"pH",5.5,NA,"No","","","","","No","","","Ver7e"
5538,5936,"Pk","FI","FIVHA7",11,"QE3-1-5-2 - pH","Yes","No","5.6","5.6","[pH]","Minimum","Yes","RW-R-N1","RW-R-N1 - Northern, small, lowland, siliceous, moderate alkalinity","PK","5.6",NA,"pH",1,"pH",5.6,NA,"No","","","","","No","","","Ver7e"
5539,5937,"Pk-PoLa","FI","FIVHA7",11,"QE3-1-5-2 - pH","Yes","No","5.6","5.6","[pH]","Minimum","Yes","inapplicable","Inapplicable","PK-POLA","5.6",NA,"pH",1,"pH",5.6,NA,"No","","","","","No","","","Ver7e"
5540,5938,"Pt","FI","FIVHA7",11,"QE3-1-5-2 - pH","Yes","No","5.4","5.4","[pH]","Minimum","Yes","RW-R-N3","RW-R-N3 - Northern, small-medium, lowland, organic, low alkalinity","PT","5.4",NA,"pH",1,"pH",5.4,NA,"No","","","","","No","","","Ver7e"
5541,5939,"Sk","FI","FIVHA7",11,"QE3-1-5-2 - pH","Yes","No","5.6","5.6","[pH]","Minimum","Yes","inapplicable","Inapplicable","SK","5.6",NA,"pH",1,"pH",5.6,NA,"No","","","","","No","","","Ver7e"
5542,5940,"Sk-PoLa","FI","FIVHA7",11,"QE3-1-5-2 - pH","Yes","No","5.6","5.6","[pH]","Minimum","Yes","inapplicable","Inapplicable","SK-POLA","5.6",NA,"pH",1,"pH",5.6,NA,"No","","","","","No","","","Ver7e"
5543,5941,"ESk","FI","FIVHA7",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","800","800","ug/L","AA-EQS","Yes","RW-R-L1","RW-R-L1 - Very large low alkalinity (all GIGs)","ESK","800",NA,"TN",0.001,"mgN/L",0.8,NA,"No","","","","","No","","","Ver7e"
5544,5942,"ESk-PoLa","FI","FIVHA7",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","800","800","ug/L","AA-EQS","Yes","RW-R-L1","RW-R-L1 - Very large low alkalinity (all GIGs)","ESK-POLA","800",NA,"TN",0.001,"mgN/L",0.8,NA,"No","","","","","No","","","Ver7e"
5545,5943,"Kk","FI","FIVHA7",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","800","800","ug/L","AA-EQS","Yes","RW-R-N4","RW-R-N4 - Northern, medium, lowland, siliceous, moderate alkalinity","KK","800",NA,"TN",0.001,"mgN/L",0.8,NA,"No","","","","","No","","","Ver7e"
5546,5944,"Kk-PoLa","FI","FIVHA7",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","800","800","ug/L","AA-EQS","Yes","inapplicable","Inapplicable","KK-POLA","800",NA,"TN",0.001,"mgN/L",0.8,NA,"No","","","","","No","","","Ver7e"
5547,5945,"Kt","FI","FIVHA7",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","900","900","ug/L","AA-EQS","Yes","RW-R-N3","RW-R-N3 - Northern, small-medium, lowland, organic, low alkalinity","KT","900",NA,"TN",0.001,"mgN/L",0.9,NA,"No","","","","","No","","","Ver7e"
5548,5946,"Kt-PoLa","FI","FIVHA7",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","900","900","ug/L","AA-EQS","Yes","inapplicable","Inapplicable","KT-POLA","900",NA,"TN",0.001,"mgN/L",0.9,NA,"No","","","","","No","","","Ver7e"
5549,5947,"Pk","FI","FIVHA7",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","800","800","ug/L","AA-EQS","Yes","RW-R-N1","RW-R-N1 - Northern, small, lowland, siliceous, moderate alkalinity","PK","800",NA,"TN",0.001,"mgN/L",0.8,NA,"No","","","","","No","","","Ver7e"
5550,5948,"Pk-PoLa","FI","FIVHA7",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","800","800","ug/L","AA-EQS","Yes","inapplicable","Inapplicable","PK-POLA","800",NA,"TN",0.001,"mgN/L",0.8,NA,"No","","","","","No","","","Ver7e"
5551,5949,"Pt","FI","FIVHA7",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","900","900","ug/L","AA-EQS","Yes","RW-R-N3","RW-R-N3 - Northern, small-medium, lowland, organic, low alkalinity","PT","900",NA,"TN",0.001,"mgN/L",0.9,NA,"No","","","","","No","","","Ver7e"
5552,5950,"Sk","FI","FIVHA7",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","800","800","ug/L","AA-EQS","Yes","inapplicable","Inapplicable","SK","800",NA,"TN",0.001,"mgN/L",0.8,NA,"No","","","","","No","","","Ver7e"
5553,5951,"Sk-PoLa","FI","FIVHA7",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","800","800","ug/L","AA-EQS","Yes","inapplicable","Inapplicable","SK-POLA","800",NA,"TN",0.001,"mgN/L",0.8,NA,"No","","","","","No","","","Ver7e"
5554,5952,"Lv","FI","FIVHA7",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","610","610","ug/L","AA-EQS","Yes","inapplicable","Inapplicable","LV","610",NA,"TN",0.001,"mgN/L",0.61,NA,"No","","","","","No","","","Ver7e"
5555,5953,"Mh","FI","FIVHA7",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","750","750","ug/L","AA-EQS","Yes","inapplicable","Inapplicable","MH","750",NA,"TN",0.001,"mgN/L",0.75,NA,"No","","","","","No","","","Ver7e"
5556,5953,"Mh","FI","FIVHA7",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","750","750","ug/L","AA-EQS","Yes","LW-L-N-M 102","LW-L-N-M 102 - Northern low alkalinity, humic","MH","750",NA,"TN",0.001,"mgN/L",0.75,NA,"No","","","","","No","","","Ver7e"
5557,5954,"MVh","FI","FIVHA7",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","600","600","ug/L","AA-EQS","Yes","inapplicable","Inapplicable","MVH","600",NA,"TN",0.001,"mgN/L",0.6,NA,"No","","","","","No","","","Ver7e"
5558,5954,"MVh","FI","FIVHA7",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","600","600","ug/L","AA-EQS","Yes","LW-L-N-M 101","LW-L-N-M 101 - Northern low alkalinity, clear","MVH","600",NA,"TN",0.001,"mgN/L",0.6,NA,"No","","","","","No","","","Ver7e"
5559,5955,"PoLa","FI","FIVHA7",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","300","300","ug/L","AA-EQS","Yes","inapplicable","Inapplicable","POLA","300",NA,"TN",0.001,"mgN/L",0.3,NA,"No","","","","","No","","","Ver7e"
5560,5956,"Rr","FI","FIVHA7",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","930","930","ug/L","AA-EQS","Yes","inapplicable","Inapplicable","RR","930",NA,"TN",0.001,"mgN/L",0.93,NA,"No","","","","","No","","","Ver7e"
5561,5957,"SVh","FI","FIVHA7",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","500","500","ug/L","AA-EQS","Yes","LW-L-N2a","LW-L-N2a - Northern, lowland, shallow, low alkalinity, clear","SVH","500",NA,"TN",0.001,"mgN/L",0.5,NA,"No","","","","","No","","","Ver7e"
5562,5957,"SVh","FI","FIVHA7",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","500","500","ug/L","AA-EQS","Yes","LW-L-N-BF2","LW-L-N-BF2 - Northern ecoregion 22, low alkalinity, clear and humic","SVH","500",NA,"TN",0.001,"mgN/L",0.5,NA,"No","","","","","No","","","Ver7e"
5563,5957,"SVh","FI","FIVHA7",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","500","500","ug/L","AA-EQS","Yes","LW-L-N-F1","LW-L-N-F1 - Northern dimictic clear water lakes, low alkalinity","SVH","500",NA,"TN",0.001,"mgN/L",0.5,NA,"No","","","","","No","","","Ver7e"
5564,5957,"SVh","FI","FIVHA7",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","500","500","ug/L","AA-EQS","Yes","LW-L-N-M 101","LW-L-N-M 101 - Northern low alkalinity, clear","SVH","500",NA,"TN",0.001,"mgN/L",0.5,NA,"No","","","","","No","","","Ver7e"
5565,5958,"Vh","FI","FIVHA7",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","500","500","ug/L","AA-EQS","Yes","inapplicable","Inapplicable","VH","500",NA,"TN",0.001,"mgN/L",0.5,NA,"No","","","","","No","","","Ver7e"
5566,5958,"Vh","FI","FIVHA7",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","500","500","ug/L","AA-EQS","Yes","LW-L-N2a","LW-L-N2a - Northern, lowland, shallow, low alkalinity, clear","VH","500",NA,"TN",0.001,"mgN/L",0.5,NA,"No","","","","","No","","","Ver7e"
5567,5958,"Vh","FI","FIVHA7",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","500","500","ug/L","AA-EQS","Yes","LW-L-N-BF2","LW-L-N-BF2 - Northern ecoregion 22, low alkalinity, clear and humic","VH","500",NA,"TN",0.001,"mgN/L",0.5,NA,"No","","","","","No","","","Ver7e"
5568,5958,"Vh","FI","FIVHA7",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","500","500","ug/L","AA-EQS","Yes","LW-L-N-F1","LW-L-N-F1 - Northern dimictic clear water lakes, low alkalinity","VH","500",NA,"TN",0.001,"mgN/L",0.5,NA,"No","","","","","No","","","Ver7e"
5569,5958,"Vh","FI","FIVHA7",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","500","500","ug/L","AA-EQS","Yes","LW-L-N-M 101","LW-L-N-M 101 - Northern low alkalinity, clear","VH","500",NA,"TN",0.001,"mgN/L",0.5,NA,"No","","","","","No","","","Ver7e"
5570,5959,"ESk","FI","FIVHA7",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","35","35","ug/L","AA-EQS","Yes","RW-R-L1","RW-R-L1 - Very large low alkalinity (all GIGs)","ESK","35",NA,"TP",1,"ugP/L",35,NA,"No","","","","","No","","","Ver7e"
5571,5960,"ESk-PoLa","FI","FIVHA7",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","35","35","ug/L","AA-EQS","Yes","RW-R-L1","RW-R-L1 - Very large low alkalinity (all GIGs)","ESK-POLA","35",NA,"TP",1,"ugP/L",35,NA,"No","","","","","No","","","Ver7e"
5572,5961,"Kk","FI","FIVHA7",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","35","35","ug/L","AA-EQS","Yes","RW-R-N4","RW-R-N4 - Northern, medium, lowland, siliceous, moderate alkalinity","KK","35",NA,"TP",1,"ugP/L",35,NA,"No","","","","","No","","","Ver7e"
5573,5962,"Kk-PoLa","FI","FIVHA7",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","35","35","ug/L","AA-EQS","Yes","inapplicable","Inapplicable","KK-POLA","35",NA,"TP",1,"ugP/L",35,NA,"No","","","","","No","","","Ver7e"
5574,5963,"Kt","FI","FIVHA7",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","40","40","ug/L","AA-EQS","Yes","RW-R-N3","RW-R-N3 - Northern, small-medium, lowland, organic, low alkalinity","KT","40",NA,"TP",1,"ugP/L",40,NA,"No","","","","","No","","","Ver7e"
5575,5964,"Kt-PoLa","FI","FIVHA7",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","40","40","ug/L","AA-EQS","Yes","inapplicable","Inapplicable","KT-POLA","40",NA,"TP",1,"ugP/L",40,NA,"No","","","","","No","","","Ver7e"
5576,5965,"Pk","FI","FIVHA7",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","35","35","ug/L","AA-EQS","Yes","RW-R-N1","RW-R-N1 - Northern, small, lowland, siliceous, moderate alkalinity","PK","35",NA,"TP",1,"ugP/L",35,NA,"No","","","","","No","","","Ver7e"
5577,5966,"Pk-PoLa","FI","FIVHA7",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","35","35","ug/L","AA-EQS","Yes","inapplicable","Inapplicable","PK-POLA","35",NA,"TP",1,"ugP/L",35,NA,"No","","","","","No","","","Ver7e"
5578,5967,"Pt","FI","FIVHA7",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","40","40","ug/L","AA-EQS","Yes","RW-R-N3","RW-R-N3 - Northern, small-medium, lowland, organic, low alkalinity","PT","40",NA,"TP",1,"ugP/L",40,NA,"No","","","","","No","","","Ver7e"
5579,5968,"Sk","FI","FIVHA7",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","35","35","ug/L","AA-EQS","Yes","inapplicable","Inapplicable","SK","35",NA,"TP",1,"ugP/L",35,NA,"No","","","","","No","","","Ver7e"
5580,5969,"Sk-PoLa","FI","FIVHA7",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","35","35","ug/L","AA-EQS","Yes","inapplicable","Inapplicable","SK-POLA","35",NA,"TP",1,"ugP/L",35,NA,"No","","","","","No","","","Ver7e"
5581,5970,"Lv","FI","FIVHA7",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","40","40","ug/L","AA-EQS","Yes","inapplicable","Inapplicable","LV","40",NA,"TP",1,"ugP/L",40,NA,"No","","","","","No","","","Ver7e"
5582,5971,"Mh","FI","FIVHA7",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","40","40","ug/L","AA-EQS","Yes","inapplicable","Inapplicable","MH","40",NA,"TP",1,"ugP/L",40,NA,"No","","","","","No","","","Ver7e"
5583,5971,"Mh","FI","FIVHA7",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","40","40","ug/L","AA-EQS","Yes","LW-L-N-M 102","LW-L-N-M 102 - Northern low alkalinity, humic","MH","40",NA,"TP",1,"ugP/L",40,NA,"No","","","","","No","","","Ver7e"
5584,5972,"MVh","FI","FIVHA7",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","25","25","ug/L","AA-EQS","Yes","inapplicable","Inapplicable","MVH","25",NA,"TP",1,"ugP/L",25,NA,"No","","","","","No","","","Ver7e"
5585,5972,"MVh","FI","FIVHA7",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","25","25","ug/L","AA-EQS","Yes","LW-L-N-M 101","LW-L-N-M 101 - Northern low alkalinity, clear","MVH","25",NA,"TP",1,"ugP/L",25,NA,"No","","","","","No","","","Ver7e"
5586,5973,"PoLa","FI","FIVHA7",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","12","12","ug/L","AA-EQS","Yes","inapplicable","Inapplicable","POLA","12",NA,"TP",1,"ugP/L",12,NA,"No","","","","","No","","","Ver7e"
5587,5974,"Rr","FI","FIVHA7",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","55","55","ug/L","AA-EQS","Yes","inapplicable","Inapplicable","RR","55",NA,"TP",1,"ugP/L",55,NA,"No","","","","","No","","","Ver7e"
5588,5975,"SVh","FI","FIVHA7",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","18","18","ug/L","AA-EQS","Yes","LW-L-N2a","LW-L-N2a - Northern, lowland, shallow, low alkalinity, clear","SVH","18",NA,"TP",1,"ugP/L",18,NA,"No","","","","","No","","","Ver7e"
5589,5975,"SVh","FI","FIVHA7",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","18","18","ug/L","AA-EQS","Yes","LW-L-N-BF2","LW-L-N-BF2 - Northern ecoregion 22, low alkalinity, clear and humic","SVH","18",NA,"TP",1,"ugP/L",18,NA,"No","","","","","No","","","Ver7e"
5590,5975,"SVh","FI","FIVHA7",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","18","18","ug/L","AA-EQS","Yes","LW-L-N-F1","LW-L-N-F1 - Northern dimictic clear water lakes, low alkalinity","SVH","18",NA,"TP",1,"ugP/L",18,NA,"No","","","","","No","","","Ver7e"
5591,5975,"SVh","FI","FIVHA7",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","18","18","ug/L","AA-EQS","Yes","LW-L-N-M 101","LW-L-N-M 101 - Northern low alkalinity, clear","SVH","18",NA,"TP",1,"ugP/L",18,NA,"No","","","","","No","","","Ver7e"
5592,5976,"Vh","FI","FIVHA7",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","18","18","ug/L","AA-EQS","Yes","inapplicable","Inapplicable","VH","18",NA,"TP",1,"ugP/L",18,NA,"No","","","","","No","","","Ver7e"
5593,5976,"Vh","FI","FIVHA7",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","18","18","ug/L","AA-EQS","Yes","LW-L-N2a","LW-L-N2a - Northern, lowland, shallow, low alkalinity, clear","VH","18",NA,"TP",1,"ugP/L",18,NA,"No","","","","","No","","","Ver7e"
5594,5976,"Vh","FI","FIVHA7",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","18","18","ug/L","AA-EQS","Yes","LW-L-N-BF2","LW-L-N-BF2 - Northern ecoregion 22, low alkalinity, clear and humic","VH","18",NA,"TP",1,"ugP/L",18,NA,"No","","","","","No","","","Ver7e"
5595,5976,"Vh","FI","FIVHA7",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","18","18","ug/L","AA-EQS","Yes","LW-L-N-F1","LW-L-N-F1 - Northern dimictic clear water lakes, low alkalinity","VH","18",NA,"TP",1,"ugP/L",18,NA,"No","","","","","No","","","Ver7e"
5596,5976,"Vh","FI","FIVHA7",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","18","18","ug/L","AA-EQS","Yes","LW-L-N-M 101","LW-L-N-M 101 - Northern low alkalinity, clear","VH","18",NA,"TP",1,"ugP/L",18,NA,"No","","","","","No","","","Ver7e"
5597,6215,"Bzl_187","BE","BESCHELDE_VL",3,"QE3-1-2-1 - Water temperature (Celsius)","No","Yes","<=25.0","25","Cel","MAC-EQS","Yes","","","BZL_187","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
5598,6216,"Rk_5","BE","BESCHELDE_VL",3,"QE3-1-2-1 - Water temperature (Celsius)","Yes","No","<=25.0","25","Cel","MAC-EQS","Yes","","","RK_5","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
5599,6217,"O2zout","BE","BESCHELDE_VL",3,"QE3-1-2-1 - Water temperature (Celsius)","No","No","<=25.0","25","Cel","MAC-EQS","Yes","TW-NEA11","TW-NEA11 - North East Atlantic, transitional waters","O2ZOUT","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","Yes","TW-NEA11","TW-NEA11 - North East Atlantic, transitional waters","Ver7e"
5600,6218,"Ai_4","BE","BESCHELDE_VL",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","No","Yes",">=4","4","mg/L","10th percentile","Yes","","","AI_4","4",NA,"Dissolved oxygen",1,"mg/L",4,NA,"No","","","","","No","","","Ver7e"
5601,6219,"Bzl_187","BE","BESCHELDE_VL",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","No","Yes",">=6","6","mg/L","10th percentile","Yes","","","BZL_187","6",NA,"Dissolved oxygen",1,"mg/L",6,NA,"No","","","","","No","","","Ver7e"
5602,6220,"Rk_4","BE","BESCHELDE_VL",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Yes","No",">=4","4","mg/L","10th percentile","Yes","","","RK_4","4",NA,"Dissolved oxygen",1,"mg/L",4,NA,"No","","","","","No","","","Ver7e"
5603,6221,"Rk_5","BE","BESCHELDE_VL",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Yes","No",">=5","5","mg/L","10th percentile","Yes","","","RK_5","5",NA,"Dissolved oxygen",1,"mg/L",5,NA,"No","","","","","No","","","Ver7e"
5604,6222,"Rk_174","BE","BESCHELDE_VL",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Yes","No",">=6","6","mg/L","10th percentile","Yes","","","RK_174","6",NA,"Dissolved oxygen",1,"mg/L",6,NA,"No","","","","","No","","","Ver7e"
5605,6223,"O1o_5","BE","BESCHELDE_VL",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","No","No",">=5","5","mg/L","10th percentile","Yes","","","O1O_5","5",NA,"Dissolved oxygen",1,"mg/L",5,NA,"No","","","","","Yes","TW-NEA11","TW-NEA11 - North East Atlantic, transitional waters","Ver7e"
5606,6224,"O2zout","BE","BESCHELDE_VL",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","No","No",">=6","6","mg/L","10th percentile","Yes","TW-NEA11","TW-NEA11 - North East Atlantic, transitional waters","O2ZOUT","6",NA,"Dissolved oxygen",1,"mg/L",6,NA,"No","","","","","Yes","TW-NEA11","TW-NEA11 - North East Atlantic, transitional waters","Ver7e"
5607,6225,"Ai_4","BE","BESCHELDE_VL",9,"QE3-1-4-2 EEA_3142-01-6 Electrical conductivity","No","Yes","<=1000","1000","uS/cm","90th percentile","Yes","","","AI_4","1000",NA,"Conductivity",1,"uS/cm",1000,NA,"No","","","","","No","","","Ver7e"
5608,6226,"Bzl","BE","BESCHELDE_VL",9,"QE3-1-4-2 EEA_3142-01-6 Electrical conductivity","No","Yes","<=15000","15000","uS/cm","90th percentile","Yes","inapplicable","Inapplicable","BZL","15000",NA,"Conductivity",1,"uS/cm",15000,NA,"No","","","","","No","","","Ver7e"
5609,6227,"Bzl_187","BE","BESCHELDE_VL",9,"QE3-1-4-2 EEA_3142-01-6 Electrical conductivity","No","Yes","<=18000","18000","uS/cm","90th percentile","Yes","","","BZL_187","18000",NA,"Conductivity",1,"uS/cm",18000,NA,"No","","","","","No","","","Ver7e"
5610,6228,"Awom","BE","BESCHELDE_VL",9,"QE3-1-4-2 EEA_3142-01-6 Electrical conductivity","No","Yes","<=750","750","uS/cm","90th percentile","Yes","LW-L-CB1","LW-L-CB1 - Central Baltic, lowland, shallow,  calcareous","AWOM","750",NA,"Conductivity",1,"uS/cm",750,NA,"No","","","","","No","","","Ver7e"
5611,6229,"Rg_4","BE","BESCHELDE_VL",9,"QE3-1-4-2 EEA_3142-01-6 Electrical conductivity","Yes","No","<=1000","1000","uS/cm","90th percentile","Yes","","","RG_4","1000",NA,"Conductivity",1,"uS/cm",1000,NA,"No","","","","","No","","","Ver7e"
5612,6230,"Rk_157","BE","BESCHELDE_VL",9,"QE3-1-4-2 EEA_3142-01-6 Electrical conductivity","Yes","No","<=1200","1200","uS/cm","90th percentile","Yes","","","RK_157","1200",NA,"Conductivity",1,"uS/cm",1200,NA,"No","","","","","No","","","Ver7e"
5613,6231,"Rg_9","BE","BESCHELDE_VL",9,"QE3-1-4-2 EEA_3142-01-6 Electrical conductivity","Yes","No","<=1250","1250","uS/cm","90th percentile","Yes","","","RG_9","1250",NA,"Conductivity",1,"uS/cm",1250,NA,"No","","","","","No","","","Ver7e"
5614,6232,"Pb_4","BE","BESCHELDE_VL",9,"QE3-1-4-2 EEA_3142-01-6 Electrical conductivity","Yes","No","<=15000","15000","uS/cm","summer","Yes","","","PB_4","15000",NA,"Conductivity",1,"uS/cm",15000,NA,"No","","","","","No","","","Ver7e"
5615,6233,"Rk_174","BE","BESCHELDE_VL",9,"QE3-1-4-2 EEA_3142-01-6 Electrical conductivity","Yes","No","<=2000","2000","uS/cm","90th percentile","Yes","","","RK_174","2000",NA,"Conductivity",1,"uS/cm",2000,NA,"No","","","","","No","","","Ver7e"
5616,6234,"Rg_168","BE","BESCHELDE_VL",9,"QE3-1-4-2 EEA_3142-01-6 Electrical conductivity","Yes","No","<=3200","3200","uS/cm","90th percentile","Yes","","","RG_168","3200",NA,"Conductivity",1,"uS/cm",3200,NA,"No","","","","","No","","","Ver7e"
5617,6235,"Rk_173","BE","BESCHELDE_VL",9,"QE3-1-4-2 EEA_3142-01-6 Electrical conductivity","Yes","No","<=6000","6000","uS/cm","90th percentile","Yes","","","RK_173","6000",NA,"Conductivity",1,"uS/cm",6000,NA,"No","","","","","No","","","Ver7e"
5618,6236,"Rk_5","BE","BESCHELDE_VL",9,"QE3-1-4-2 EEA_3142-01-6 Electrical conductivity","Yes","No","<=600","600","uS/cm","90th percentile","Yes","","","RK_5","600",NA,"Conductivity",1,"uS/cm",600,NA,"No","","","","","No","","","Ver7e"
5619,6237,"Rg_161","BE","BESCHELDE_VL",9,"QE3-1-4-2 EEA_3142-01-6 Electrical conductivity","Yes","No","<=9000","9000","uS/cm","90th percentile","Yes","","","RG_161","9000",NA,"Conductivity",1,"uS/cm",9000,NA,"No","","","","","No","","","Ver7e"
5620,6238,"Bzl_187","BE","BESCHELDE_VL",11,"QE3-1-5-2 - pH","No","Yes",">=6.0,<=9.0","6-9","[pH]","MAC-EQS","Yes","","","BZL_187","6","9","pH",1,"pH",6,9,"No","","","","","No","","","Ver7e"
5621,6239,"Bzl_187","BE","BESCHELDE_VL",11,"QE3-1-5-2 - pH","No","Yes",">=6.0,<=9.0","6-9","[pH]","Minimum","Yes","","","BZL_187","6","9","pH",1,"pH",6,9,"No","","","","","No","","","Ver7e"
5622,6240,"Awom","BE","BESCHELDE_VL",11,"QE3-1-5-2 - pH","No","Yes",">=6.5,<=8.5","6.5-8.5","[pH]","MAC-EQS","Yes","LW-L-CB1","LW-L-CB1 - Central Baltic, lowland, shallow,  calcareous","AWOM","6.5","8.5","pH",1,"pH",6.5,8.5,"No","","","","","No","","","Ver7e"
